,hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18_19_7_day_sum,previous_day_admission_adult_covid_confirmed_20_29_7_day_sum,previous_day_admission_adult_covid_confirmed_30_39_7_day_sum,previous_day_admission_adult_covid_confirmed_40_49_7_day_sum,previous_day_admission_adult_covid_confirmed_50,previous_day_admission_adult_covid_confirmed_60,previous_day_admission_adult_covid_confirmed_70,previous_day_admission_adult_covid_confirmed_80,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ed_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18,previous_day_admission_adult_covid_suspected_20,previous_day_admission_adult_covid_suspected_30,previous_day_admission_adult_covid_suspected_40,previous_day_admission_adult_covid_suspected_50,previous_day_admission_adult_covid_suspected_60,previous_day_admission_adult_covid_suspected_70_79_7_day_sum,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ed_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,is_corrected,:@computed_region_pqdx_y6mm
223,491300,2021-09-17T00:00:00.000,VA,491300.0,BATH COMMUNITY HOSPITAL,106 PARK DRIVE- PO DRAWER Z,HOT SPRINGS,24445,Critical Access Hospitals,51017.0,false,25.0,25.0,25.0,5.7,5.7,-999999.0,-999999.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,0.0,75.0,75,75,17.0,17,10,10,0,0,75.0,0,0.0,0.0,0.0,0,0.0,-999999.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,0.0,0.0,0.0,5.0,-999999.0,0.0,-999999.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,0.0,"{'type': 'Point', 'coordinates': [-79.83095900000001, 37.99389]}",[C491300-A],3,3,3,3,False,47.0
224,140008,2021-09-17T00:00:00.000,IL,140008.0,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,MELROSE PARK,60160,Short Term,17031.0,true,84.0,84.0,84.0,80.0,80.0,19.0,16.0,0.0,0.0,84.0,16.0,16.0,11.0,11.0,-999999.0,-999999.0,0.0,0.0,0.0,84.0,84,84,80.0,80,19,16,0,0,84.0,16,16.0,11.0,11.0,-999999,-999999.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-999999,0.0,0.0,-999999.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0,19,-999999,0.0,0.0,0.0,0.0,0.0,0.0,-999999.0,-999999.0,0.0,0,75,0.0,"{'type': 'Point', 'coordinates': [-87.841101, 41.908342]}",[C140008-A],1,1,1,1,False,14.0
225,450713,2021-09-17T00:00:00.000,TX,450713.0,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,901 WEST BEN WHITE BLVD,AUSTIN,78704,Short Term,48453.0,true,381.7,372.7,324.7,321.7,313.0,58.7,57.7,0.0,0.0,333.7,47.0,38.0,43.7,36.0,13.0,12.7,0.0,0.0,0.0,1145.0,1118,974,965.0,939,176,173,0,0,1001.0,141,114.0,131.0,108.0,39,38.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,0.0,4.0,-999999.0,-999999.0,4.0,-999999.0,-999999.0,0.0,0.0,0,51,-999999,0.0,-999999.0,0.0,0.0,-999999.0,0.0,0.0,-999999.0,0.0,0,711,0.0,"{'type': 'Point', 'coordinates': [-97.773944, 30.227308]}",[C450713-A],3,3,3,3,False,44.0
226,250002,2021-09-17T00:00:00.000,MS,250002.0,TISHOMINGO HEALTH SERVICES INC,1777 CURTIS DRIVE,IUKA,38852,Short Term,28141.0,false,30.0,30.0,24.0,10.3,10.3,-999999.0,-999999.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90,72,31.0,31,11,11,0,0,72.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,0.0,"{'type': 'Point', 'coordinates': [-88.209218, 34.803686]}",[C250002-A],3,3,3,3,False,25.0
227,493301,2021-09-17T00:00:00.000,VA,493301.0,CHILDRENS HOSPITAL OF THE KINGS DAUGHTERS INC,601 CHILDREN'S LANE,NORFOLK,23507,Childrens Hospitals,51710.0,true,188.0,0.0,0.0,165.0,0.0,0.0,0.0,7.0,0.0,188.0,95.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0,0,165.0,0,0,0,7,0,188.0,95,0.0,80.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999999,119,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999999,215,0.0,"{'type': 'Point', 'coordinates': [-76.30137, 36.86176]}",[C493301-A],1,1,1,1,False,
228,010034,2021-09-17T00:00:00.000,AL,10034.0,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,Short Term,1051.0,true,50.0,50.0,45.0,10.7,10.7,-999999.0,-999999.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150,135,32.0,32,10,10,0,0,135.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-999999,0.0,0.0,0.0,-999999.0,0.0,0.0,-999999.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48,0.0,"{'type': 'Point', 'coordinates': [-85.911996, 32.535293]}",[C010034-A],3,3,3,3,False,1.0
229,220077,2021-09-17T00:00:00.000,MA,220077.0,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,1199,Short Term,25013.0,true,960.3,806.0,716.0,652.0,549.3,43.0,42.3,-999999.0,-999999.0,848.3,151.0,89.0,99.0,51.7,20.3,20.3,,,,2881.0,2418,2148,1956.0,1648,129,127,5,5,2545.0,453,267.0,297.0,155.0,61,61.0,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,816,,"{'type': 'Point', 'coordinates': [-72.605956, 42.121712]}",[C220077-A],3,3,3,3,False,22.0
230,281335,2021-09-17T00:00:00.000,NE,281335.0,CALLAWAY DISTRICT HOSPITAL,"P O BOX 100, 211 E KIMBALL",CALLAWAY,68825,Critical Access Hospitals,31041.0,false,9.0,9.0,8.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27,24,-999999.0,-999999,0,0,0,0,24.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,,[C281335-A],3,3,3,3,False,
231,441306,2021-09-17T00:00:00.000,TN,441306.0,ERLANGER BLEDSOE HOSPITAL,71 WHEELERTOWN AVENUE,PIKEVILLE,37367,Critical Access Hospitals,47007.0,false,32.0,32.0,26.0,4.7,4.7,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96,78,14.0,14,0,0,0,0,78.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,124,0.0,"{'type': 'Point', 'coordinates': [-85.188304, 35.62183]}",[C441306-A],3,3,3,3,False,43.0
232,490136,2021-09-17T00:00:00.000,VA,490136.0,BON SECOURS ST FRANCIS MEDICAL CENTER,13710 ST FRANCIS BOULEVARD,MIDLOTHIAN,23114,Short Term,51041.0,true,275.5,196.0,141.0,155.5,133.5,18.5,18.0,0.0,0.0,155.5,10.0,10.0,8.5,8.5,-999999.0,-999999.0,0.0,0.0,0.0,551.0,392,282,311.0,267,37,36,0,0,311.0,20,20.0,17.0,17.0,5,5.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,0.0,0.0,0.0,5.0,-999999.0,-999999.0,-999999.0,0.0,0.0,0,7,9,0.0,0.0,-999999.0,5.0,-999999.0,-999999.0,-999999.0,0.0,0.0,0,269,0.0,"{'type': 'Point', 'coordinates': [-77.659056, 37.466398]}",[C490136-A],2,2,2,2,False,47.0
233,151320,2021-09-17T00:00:00.000,IN,151320.0,IU HEALTH JAY,500 W VOTAW ST,PORTLAND,47371,Critical Access Hospitals,18075.0,false,81.0,81.0,81.0,10.3,10.3,9.7,9.7,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,243,243,31.0,31,29,29,0,0,243.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,-999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,0,93,0.0,"{'type': 'Point', 'coordinates': [-84.984105, 40.439366]}",[C151320-A],3,3,3,3,False,15.0
234,261331,2021-09-17T00:00:00.000,MO,261331.0,FREEMAN NEOSHO HOSPITAL,113 WEST HICKORY STREET,NEOSHO,64850,Critical Access Hospitals,29145.0,true,10.0,10.0,9.0,9.0,9.0,-999999.0,-999999.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10,9,9.0,9,-999999,-999999,0,0,9.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42,0.0,"{'type': 'Point', 'coordinates': [-94.368787, 36.867614]}",[C261331-A],1,1,1,1,False,26.0
235,150024,2021-09-17T00:00:00.000,IN,150024.0,ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,46202,Short Term,18097.0,true,536.0,489.0,337.0,326.3,299.0,61.0,43.3,-999999.0,0.0,384.0,121.0,88.0,83.0,69.3,16.3,15.7,0.0,0.0,0.0,1608.0,1467,1011,979.0,897,183,130,4,0,1152.0,363,264.0,249.0,208.0,49,47.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,0.0,0.0,-999999.0,-999999.0,-999999.0,-999999.0,-999999.0,0.0,0.0,0,168,4,0.0,-999999.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0,854,0.0,"{'type': 'Point', 'coordinates': [-86.17345, 39.78053]}",[C150024-A],3,3,3,3,False,15.0
236,450788,2021-09-17T00:00:00.000,TX,450788.0,"CORPUS CHRISTI MEDICAL CENTER,THE",6629 WOODRIDGE ROAD,CORPUS CHRISTI,78414,Short Term,48355.0,true,490.0,450.0,421.0,395.0,358.0,113.7,111.0,-999999.0,0.0,461.0,85.0,52.7,77.0,52.7,29.3,28.3,-999999.0,-999999.0,-999999.0,1470.0,1350,1263,1185.0,1074,341,333,-999999,0,1383.0,255,158.0,231.0,158.0,88,85.0,-999999.0,-999999.0,-999999.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,0.0,-999999.0,6.0,-999999.0,0.0,-999999.0,-999999.0,5.0,0.0,0,73,8,0.0,-999999.0,-999999.0,0.0,-999999.0,-999999.0,-999999.0,0.0,0.0,-999999,573,0.0,,[C450788-A],3,3,3,3,False,
237,102024,2021-09-17T00:00:00.000,FL,102024.0,SELECT SPECIALTY HOSPITAL PENSACOLA,7000 COBBLE CREEK DR,PENSACOLA,32504,Long Term,12033.0,true,75.0,75.0,75.0,60.0,60.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75,75,60.0,60,0,0,0,0,75.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,[C102024-A],1,1,1,1,False,
238,510002,2021-09-17T00:00:00.000,WV,510002.0,GREENBRIER VALLEY MEDICAL CENTER,1320 MAPLEWOOD AVENUE,RONCEVERTE,24970,Short Term,54025.0,false,122.0,118.0,60.0,46.0,46.0,25.0,25.0,0.0,0.0,60.0,16.0,16.0,16.0,16.0,11.0,11.0,0.0,0.0,0.0,244.0,236,120,92.0,92,50,50,0,0,120.0,32,32.0,32.0,32.0,22,22.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,0.0,0.0,0.0,0.0,-999999.0,0.0,4.0,0.0,0.0,0,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,108,0.0,"{'type': 'Point', 'coordinates': [-80.465237, 37.7684]}",[C510002-A],2,2,2,2,False,49.0
239,490112,2021-09-17T00:00:00.000,VA,490112.0,CJW MEDICAL CENTER,7101 JAHNKE ROAD,RICHMOND,23235,Short Term,51041.0,true,801.0,709.0,641.0,605.0,552.7,73.7,71.0,-999999.0,-999999.0,733.0,142.0,82.0,90.3,69.3,18.3,17.7,0.0,0.0,0.0,2403.0,2127,1923,1815.0,1658,221,213,11,11,2199.0,426,246.0,271.0,208.0,55,53.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,28,0.0,-999999.0,-999999.0,4.0,6.0,-999999.0,8.0,-999999.0,0.0,-999999,141,10,0.0,-999999.0,0.0,-999999.0,-999999.0,-999999.0,4.0,-999999.0,0.0,0,1324,0.0,"{'type': 'Point', 'coordinates': [-77.52488, 37.515832]}",[C490112-A],3,3,3,3,False,47.0
240,241339,2021-09-17T00:00:00.000,MN,241339.0,HENDRICKS COMMUNITY HOSPITAL,503 E LINCOLN STREET,HENDRICKS,56136,Critical Access Hospitals,27081.0,false,14.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14,12,0.0,0,0,0,0,0,12.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-999999,0.0,"{'type': 'Point', 'coordinates': [-96.418768, 44.506299]}",[C241339-A],1,1,1,1,False,24.0
241,101305,2021-09-17T00:00:00.000,FL,101305.0,GEORGE E WEEMS MEMORIAL HOSPITAL,135 AVE G,APALACHICOLA,32320,Critical Access Hospitals,12037.0,false,20.0,20.0,15.0,-999999.0,-999999.0,-999999.0,-999999.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20,15,-999999.0,-999999,-999999,-999999,0,0,15.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-999999,0.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,"{'type': 'Point', 'coordinates': [-84.991275, 29.724484]}",[C101305-A],1,1,1,1,False,10.0
242,530006,2021-09-17T00:00:00.000,WY,530006.0,SHERIDAN MEMORIAL HOSPITAL,1401 W 5TH ST,SHERIDAN,82801,Short Term,56033.0,true,88.0,65.0,65.0,43.7,40.7,9.0,9.0,0.0,0.0,65.0,11.0,11.0,5.3,4.7,-999999.0,-999999.0,0.0,0.0,0.0,264.0,195,195,131.0,122,27,27,0,0,195.0,33,33.0,16.0,14.0,10,10.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-999999,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-999999,79,0.0,"{'type': 'Point', 'coordinates': [-106.97557, 44.807425]}",[C530006-A],3,3,3,3,False,51.0
243,190111,2021-09-17T00:00:00.000,LA,190111.0,"WILLIS KNIGHTON MEDICAL CENTER, INC",2600 GREENWOOD ROAD,SHREVEPORT,71103,Short Term,22017.0,true,483.7,432.7,432.7,437.3,394.0,43.3,43.3,-999999.0,-999999.0,483.7,94.0,61.3,88.3,57.3,12.7,12.7,0.0,0.0,0.0,1451.0,1298,1298,1312.0,1182,130,130,-999999,-999999,1451.0,282,184.0,265.0,172.0,38,38.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,23,0.0,-999999.0,-999999.0,-999999.0,5.0,5.0,-999999.0,5.0,0.0,-999999,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,910,0.0,"{'type': 'Point', 'coordinates': [-93.778748, 32.483923]}","[C190111-A, C190111-B, C190111-C, C190111-D]",3,3,3,3,False,19.0
244,281325,2021-09-17T00:00:00.000,NE,281325.0,BROWN COUNTY HOSPITAL,945 EAST ZERO ST,AINSWORTH,69210,Critical Access Hospitals,31017.0,false,8.0,8.0,5.0,-999999.0,-999999.0,-999999.0,-999999.0,0.0,0.0,5.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16,10,7.0,7,-999999,-999999,0,0,10.0,-999999,-999999.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-999999,0.0,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,"{'type': 'Point', 'coordinates': [-99.850045, 42.544934]}",[C281325-A],2,2,2,2,False,28.0
245,393309,2021-09-17T00:00:00.000,PA,393309.0,SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA,3551 N BROAD STREET,PHILADELPHIA,19104,Childrens Hospitals,42101.0,true,39.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,39.0,5.0,0.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0,0,48.0,0,0,0,0,0,117.0,15,0.0,11.0,0.0,0,0.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,"{'type': 'Point', 'coordinates': [-75.151699, 40.006968]}",[C393309-A],3,3,3,3,False,39.0
246,210039,2021-09-17T00:00:00.000,MD,210039.0,CALVERTHEALTH MEDICAL CENTER,100 HOSPITAL ROAD,PRINCE FREDERICK,20678,Short Term,24009.0,true,90.0,90.0,70.0,63.0,63.0,11.0,11.0,0.0,0.0,70.0,6.0,6.0,6.0,6.0,-999999.0,-999999.0,0.0,0.0,0.0,90.0,90,70,63.0,63,11,11,0,0,70.0,6,6.0,6.0,6.0,-999999,-999999.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-999999,0.0,0.0,0.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100,0.0,"{'type': 'Point', 'coordinates': [-76.597788, 38.558601]}",[C210039-A],1,1,1,1,False,21.0
247,192036,2021-09-17T00:00:00.000,LA,192036.0,P A M SPECIALTY HOSPITAL OF HAMMOND,42074 VETERANS AVENUE,HAMMOND,70403,Long Term,22105.0,true,36.0,36.0,36.0,32.3,32.3,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,108,108,97.0,97,0,0,0,0,108.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,"{'type': 'Point', 'coordinates': [-90.457315, 30.468824]}",[C192036-A],3,3,3,3,False,19.0
248,3b081d5ef1c552538e4af4aa593a857bb922a4f364a412e69f912f826ae12879,2021-09-17T00:00:00.000,LA,,Surgery Center of Zachary,,,70791,Short Term,,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,"{'type': 'Point', 'coordinates': [-91.145057, 30.655648]}",[H000004],3,3,3,3,False,19.0
249,400005,2021-09-17T00:00:00.000,PR,400005.0,HIMA SAN PABLO HUMACAO,CALLE FONT MARTELO #3,HUMACAO,791,Short Term,72069.0,true,105.0,34.0,34.0,23.3,23.3,0.0,0.0,0.0,0.0,48.0,6.0,6.0,5.3,5.3,0.0,0.0,-999999.0,0.0,0.0,315.0,102,102,70.0,70,0,0,0,0,144.0,18,18.0,16.0,16.0,0,0.0,-999999.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,92,0.0,,[C400005-A],3,3,3,3,False,
250,361306,2021-09-17T00:00:00.000,OH,361306.0,MERCY HEALTH-ALLEN HOSPITAL,200 WEST LORAIN STREET,OBERLIN,44074,Critical Access Hospitals,39093.0,true,27.0,22.0,16.0,14.0,14.0,-999999.0,-999999.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,44,32,28.0,28,-999999,-999999,0,0,32.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,-999999,-999999,-999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999999.0,0.0,-999999,98,0.0,"{'type': 'Point', 'coordinates': [-82.224384, 41.294219]}",[C361306-A],2,2,2,2,False,36.0
